2025-08-21 08:31:39,0,13
2025-08-21 08:38:21,0,13
2025-08-21 08:44:53,0,13
2025-08-21 08:51:35,0,13
2025-08-21 08:58:17,0,13
2025-08-21 09:05:26,0,12
2025-08-21 09:23:16,0,12
2025-08-21 09:29:31,0,12
2025-08-21 09:36:09,0,12
2025-08-21 09:53:06,0,12
2025-08-21 14:40:19,0,12
2025-08-21 14:47:00,0,12
2025-08-21 14:53:29,0,12
2025-08-21 15:00:18,0,12
2025-08-21 15:06:58,0,12
2025-08-21 15:13:38,0,12
2025-08-21 15:20:13,0,12
2025-08-21 15:26:50,0,12
2025-08-21 15:33:28,0,12
2025-08-21 19:37:44,0,12
2025-08-21 19:44:22,0,12
2025-08-21 19:51:02,0,12
2025-08-21 19:57:42,0,12
2025-08-21 20:04:10,0,12
2025-08-21 20:10:36,0,12
2025-08-21 20:17:14,0,12
2025-08-21 20:23:52,0,12
2025-08-21 20:33:14,0,12
2025-08-21 20:40:04,0,12
2025-08-21 20:47:34,0,12
2025-08-21 20:54:25,0,12
2025-08-21 21:01:44,0,12